day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;2200;RAINFOREST_RESIN;9998;8;9996;1;9995;24;10004;1;10005;24;;;10001.0;43.0
-1;2200;KELP;2024;25;;;;;2026;7;2027;1;2028;24;2025.0;32.05859375
-1;2300;KELP;2024;32;;;;;2028;32;;;;;2026.0;29.98828125
-1;2300;RAINFOREST_RESIN;9998;7;9996;2;9995;30;10004;2;10005;30;;;10001.0;43.0
-1;2400;KELP;2024;29;;;;;2025;1;2028;29;;;2024.5;28.93359375
-1;2400;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;43.0
-1;2500;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;43.0
-1;2500;KELP;2025;2;2024;23;;;2027;1;2028;22;;;2026.0;32.74609375
-1;2600;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;43.0
-1;2600;KELP;2025;3;2024;23;;;2028;23;;;;;2026.5;32.708984375
-1;2700;KELP;2024;26;;;;;2027;26;;;;;2025.5;34.53125
-1;2700;RAINFOREST_RESIN;9998;6;9995;26;;;10005;26;;;;;10001.5;43.0
-1;2800;KELP;2023;25;;;;;2027;25;;;;;2025.0;43.44921875
-1;2800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;43.0
-1;2900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;43.0
-1;2900;KELP;2023;26;;;;;2027;26;;;;;2025.0;45.154296875
-1;3000;RAINFOREST_RESIN;9998;1;9995;26;;;10005;26;;;;;10001.5;79.0
-1;3000;KELP;2024;29;;;;;2027;26;;;;;2025.5;40.546875
-1;3100;KELP;2023;26;;;;;2025;5;2026;26;;;2024.0;56.1015625
-1;3100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;83.0
-1;3200;KELP;2023;23;;;;;2025;3;2026;23;;;2024.0;54.45703125
-1;3200;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;89.0
-1;3300;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;95.0
-1;3300;KELP;2023;32;;;;;2025;2;2026;32;;;2024.0;53.916015625
-1;3400;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;95.0
-1;3400;KELP;2023;26;;;;;2026;26;;;;;2024.5;54.21875
-1;3500;KELP;2023;26;;;;;2026;26;;;;;2024.5;54.037109375
-1;3500;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;95.0
-1;3600;KELP;2023;21;;;;;2026;21;;;;;2024.5;54.072265625
-1;3600;RAINFOREST_RESIN;9995;21;;;;;9998;4;10005;21;;;9996.5;95.0
-1;3700;RAINFOREST_RESIN;10002;1;9996;1;9995;23;10004;1;10005;23;;;10003.0;103.0
-1;3700;KELP;2023;27;;;;;2026;24;;;;;2024.5;57.39453125
-1;3800;RAINFOREST_RESIN;9996;2;9995;23;;;10002;10;10004;2;10005;23;9999.0;105.0
-1;3800;KELP;2023;25;;;;;2026;25;;;;;2024.5;57.5078125
-1;3900;KELP;2023;28;;;;;2026;26;;;;;2024.5;62.61669921875
-1;3900;RAINFOREST_RESIN;9998;1;9996;1;9995;25;10004;1;10005;25;;;10001.0;108.0
-1;4000;KELP;2023;32;;;;;2026;32;;;;;2024.5;63.3994140625
-1;4000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;108.0
-1;4100;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;108.0
-1;4100;KELP;2023;29;;;;;2027;29;;;;;2025.0;64.88623046875
-1;4200;RAINFOREST_RESIN;9996;2;9995;24;;;10002;4;10004;2;10005;24;9999.0;108.0
-1;4200;KELP;2023;26;;;;;2027;26;;;;;2025.0;64.82568359375
-1;4300;KELP;2023;29;;;;;2024;5;2026;22;;;2023.5;63.2998046875
-1;4300;RAINFOREST_RESIN;9995;22;;;;;9998;1;10000;6;10005;22;9996.5;126.0
-1;4400;KELP;2023;30;;;;;2026;30;;;;;2024.5;67.8984375
-1;4400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;136.0
-1;4500;RAINFOREST_RESIN;9996;1;9995;28;;;10002;10;10004;1;10005;28;9999.0;136.0
-1;4500;KELP;2023;28;;;;;2026;29;;;;;2024.5;66.880859375
-1;4600;RAINFOREST_RESIN;9996;1;9995;29;;;10002;10;10004;1;10005;29;9999.0;136.0
-1;4600;KELP;2023;30;;;;;2026;30;;;;;2024.5;67.126953125
-1;4700;KELP;2023;25;;;;;2025;3;2026;32;;;2024.0;69.24609375
-1;4700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;136.0
-1;4800;KELP;2023;24;;;;;2027;24;;;;;2025.0;71.615234375
-1;4800;RAINFOREST_RESIN;9998;6;9996;2;9995;22;10004;2;10005;22;;;10001.0;136.0
-1;4900;RAINFOREST_RESIN;9995;22;;;;;10002;7;10005;22;;;9998.5;142.0
-1;4900;KELP;2023;22;;;;;2027;22;;;;;2025.0;74.2421875
-1;5000;RAINFOREST_RESIN;9998;3;9996;2;9995;28;10004;2;10005;28;;;10001.0;142.0
-1;5000;KELP;2023;30;;;;;2026;30;;;;;2024.5;70.431640625
-1;5100;KELP;2023;37;;;;;2026;31;;;;;2024.5;70.626953125
-1;5100;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;142.0
-1;5200;KELP;2023;35;;;;;2026;27;;;;;2024.5;70.337890625
-1;5200;RAINFOREST_RESIN;9998;9;9996;1;9995;26;10004;1;10005;26;;;10001.0;142.0
-1;5300;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;142.0
-1;5300;KELP;2025;1;2023;21;;;2026;21;;;;;2025.5;70.71484375
-1;5400;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;142.0
-1;5400;KELP;2023;21;;;;;2025;6;2027;21;;;2024.0;73.849609375
-1;5500;KELP;2023;27;;;;;2027;27;;;;;2025.0;74.7529296875
-1;5500;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;142.0
-1;5600;KELP;2025;2;2023;28;;;2027;28;;;;;2026.0;75.1396484375
-1;5600;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;142.0
-1;5700;RAINFOREST_RESIN;9998;2;9995;27;;;10005;27;;;;;10001.5;142.0
-1;5700;KELP;2024;26;;;;;2027;27;;;;;2025.5;75.8564453125
-1;5800;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;142.0
-1;5800;KELP;2024;31;;;;;2027;31;;;;;2025.5;78.53125
-1;5900;KELP;2024;35;;;;;2027;30;;;;;2025.5;77.8994140625
-1;5900;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;142.0
-1;6000;KELP;2024;30;;;;;2027;30;;;;;2025.5;77.5107421875
-1;6000;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;142.0
-1;6100;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;142.0
-1;6100;KELP;2024;24;;;;;2027;25;;;;;2025.5;77.515625
-1;6200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;142.0
-1;6200;KELP;2024;22;;;;;2027;22;;;;;2025.5;77.9384765625
-1;6300;KELP;2024;30;;;;;2027;25;;;;;2025.5;79.7275390625
-1;6300;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;142.0
-1;6400;KELP;2024;25;;;;;2027;25;;;;;2025.5;79.552734375
-1;6400;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;142.0
-1;6500;RAINFOREST_RESIN;9996;1;9995;26;;;9998;1;10004;1;10005;26;9997.0;142.0
-1;6500;KELP;2024;27;;;;;2027;27;;;;;2025.5;77.8466796875
-1;6600;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;144.0
-1;6600;KELP;2024;26;;;;;2028;26;;;;;2026.0;81.8544921875
-1;6700;KELP;2025;7;2024;20;;;2028;20;;;;;2026.5;83.0576171875
-1;6700;RAINFOREST_RESIN;9995;20;;;;;10002;3;10005;20;;;9998.5;168.0
-1;6800;KELP;2024;32;;;;;2026;8;2027;2;2028;30;2025.0;80.3115234375
-1;6800;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;168.0
-1;6900;RAINFOREST_RESIN;9996;1;9995;26;;;10002;5;10004;1;10005;26;9999.0;168.0
-1;6900;KELP;2024;27;;;;;2026;1;2027;27;;;2025.0;78.9248046875
-1;7000;RAINFOREST_RESIN;9998;2;9995;27;;;10005;27;;;;;10001.5;168.0
-1;7000;KELP;2026;4;2024;27;;;2027;27;;;;;2026.5;79.34765625
-1;7100;KELP;2024;30;;;;;2027;30;;;;;2025.5;80.930908203125
-1;7100;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;176.0
-1;7200;KELP;2024;28;;;;;2027;28;;;;;2025.5;80.7119140625
-1;7200;RAINFOREST_RESIN;9998;5;9996;1;9995;27;10004;1;10005;27;;;10001.0;176.0
-1;7300;RAINFOREST_RESIN;10002;1;9996;2;9995;29;10004;2;10005;29;;;10003.0;176.0
-1;7300;KELP;2024;35;;;;;2027;31;;;;;2025.5;80.695556640625
-1;7400;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;184.0
-1;7400;KELP;2024;22;;;;;2027;23;;;;;2025.5;82.0
-1;7500;KELP;2024;25;;;;;2027;25;;;;;2025.5;82.0
-1;7500;RAINFOREST_RESIN;9995;25;;;;;10002;10;10005;25;;;9998.5;184.0
-1;7600;KELP;2024;22;;;;;2027;22;;;;;2025.5;82.0
-1;7600;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;184.0
-1;7700;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;184.0
-1;7700;KELP;2024;21;;;;;2027;22;;;;;2025.5;82.0
-1;7800;RAINFOREST_RESIN;9998;3;9996;1;9995;22;10004;1;10005;22;;;10001.0;184.0
-1;7800;KELP;2024;23;;;;;2027;23;;;;;2025.5;82.0
-1;7900;KELP;2024;31;;;;;2027;27;;;;;2025.5;82.0
-1;7900;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;184.0
-1;8000;KELP;2024;27;;;;;2026;8;2027;27;;;2025.0;82.0
-1;8000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;184.0
-1;8100;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;184.0
-1;8100;KELP;2023;23;;;;;2027;23;;;;;2025.0;82.0
-1;8200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;220.0
-1;8200;KELP;2023;23;;;;;2025;1;2026;23;;;2024.0;83.231689453125
-1;8300;KELP;2023;30;;;;;2026;30;;;;;2024.5;83.580078125
-1;8300;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;220.0
-1;8400;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;220.0
-1;8400;KELP;2023;28;;;;;2026;28;;;;;2024.5;83.562255859375
-1;8500;KELP;2023;31;;;;;2026;31;;;;;2024.5;83.64111328125
-1;8500;RAINFOREST_RESIN;9998;10;9996;2;9995;29;10004;2;10005;29;;;10001.0;220.0
-1;8600;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;220.0
-1;8600;KELP;2023;22;;;;;2026;23;;;;;2024.5;83.47802734375
-1;8700;KELP;2023;27;;;;;2025;4;2026;27;;;2024.0;83.3062744140625
-1;8700;RAINFOREST_RESIN;9998;10;9995;27;;;10005;27;;;;;10001.5;220.0
-1;8800;RAINFOREST_RESIN;9995;25;;;;;9998;1;10005;25;;;9996.5;220.0
-1;8800;KELP;2024;7;2023;25;;;2027;25;;;;;2025.5;83.009033203125
-1;8900;KELP;2024;1;2023;26;;;2027;26;;;;;2025.5;83.06103515625
-1;8900;RAINFOREST_RESIN;9998;9;9995;26;;;10005;26;;;;;10001.5;222.0
-1;9000;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;222.0
-1;9000;KELP;2023;31;;;;;2027;31;;;;;2025.0;83.0826416015625
-1;9100;KELP;2023;29;;;;;2026;2;2027;27;;;2024.5;83.16552734375
-1;9100;RAINFOREST_RESIN;9998;3;9996;2;9995;27;10004;2;10005;27;;;10001.0;222.0
-1;9200;RAINFOREST_RESIN;9998;10;9995;27;;;10005;27;;;;;10001.5;222.0
-1;9200;KELP;2023;27;;;;;2025;7;2026;27;;;2024.0;83.2183837890625
-1;9300;KELP;2023;21;;;;;2026;21;;;;;2024.5;83.4000244140625
-1;9300;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;222.0
-1;9400;RAINFOREST_RESIN;9998;2;9996;2;9995;21;10004;2;10005;21;;;10001.0;222.0
-1;9400;KELP;2023;23;;;;;2026;23;;;;;2024.5;83.4849853515625
-1;9500;KELP;2023;35;;;;;2026;31;;;;;2024.5;83.41552734375
-1;9500;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;222.0
-1;9600;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;222.0
-1;9600;KELP;2023;31;;;;;2026;31;;;;;2024.5;83.568359375
-1;9700;KELP;2023;22;;;;;2026;22;;;;;2024.5;83.5694580078125
-1;9700;RAINFOREST_RESIN;9995;22;;;;;10002;1;10005;22;;;9998.5;222.0
-1;9800;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;222.0
-1;9800;KELP;2023;26;;;;;2026;26;;;;;2024.5;83.5211181640625
-1;9900;KELP;2025;4;2023;25;;;2026;25;;;;;2025.5;83.3282470703125
-1;9900;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;222.0
-1;10000;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;222.0
-1;10000;KELP;2023;36;;;;;2026;28;;;;;2024.5;84.7548828125
-1;10100;KELP;2023;25;;;;;2026;25;;;;;2024.5;85.19140625
-1;10100;RAINFOREST_RESIN;9996;1;9995;24;;;10002;3;10004;1;10005;24;9999.0;222.0
-1;10200;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;222.0
-1;10200;KELP;2022;28;;;;;2026;28;;;;;2024.0;88.1064453125
-1;10300;KELP;2024;1;2022;35;;;2025;27;;;;;2024.5;91.0078125
-1;10300;RAINFOREST_RESIN;9998;4;9995;27;;;10005;27;;;;;10001.5;222.0
-1;10400;RAINFOREST_RESIN;10002;1;9996;1;9995;28;10004;1;10005;28;;;10003.0;222.0
-1;10400;KELP;2023;1;2022;29;;;2026;29;;;;;2024.5;87.720703125
-1;10500;KELP;2023;2;2022;29;;;2026;31;;;;;2024.5;87.16015625
-1;10500;RAINFOREST_RESIN;9998;4;9996;2;9995;29;10004;2;10005;29;;;10001.0;224.0
-1;10600;RAINFOREST_RESIN;9996;2;9995;29;;;10000;4;10004;2;10005;29;9998.0;224.0
-1;10600;KELP;2022;31;;;;;2023;4;2024;4;2025;31;2022.5;90.53515625
-1;10700;KELP;2022;29;;;;;2025;28;;;;;2023.5;93.076904296875
-1;10700;RAINFOREST_RESIN;9998;8;9995;28;;;10005;28;;;;;10001.5;224.0
-1;10800;RAINFOREST_RESIN;9998;5;9996;2;9995;22;10004;2;10005;22;;;10001.0;224.0
-1;10800;KELP;2022;27;;;;;2025;24;;;;;2023.5;92.90087890625
-1;10900;KELP;2022;35;;;;;2025;28;;;;;2023.5;92.953125
-1;10900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;260.0
-1;11000;KELP;2024;7;2022;24;;;2025;24;;;;;2024.5;92.95849609375
-1;11000;RAINFOREST_RESIN;9995;24;;;;;10002;7;10005;24;;;9998.5;260.0
-1;11100;RAINFOREST_RESIN;9998;3;9995;21;;;10005;21;;;;;10001.5;260.0
-1;11100;KELP;2022;21;;;;;2025;21;;;;;2023.5;95.78515625
-1;11200;RAINFOREST_RESIN;9996;2;9995;21;;;10002;7;10004;2;10005;21;9999.0;267.0
-1;11200;KELP;2022;23;;;;;2025;23;;;;;2023.5;96.5078125
-1;11300;KELP;2022;25;;;;;2025;22;;;;;2023.5;95.830078125
-1;11300;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;267.0
-1;11400;KELP;2022;26;;;;;2025;26;;;;;2023.5;94.85546875
-1;11400;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;267.0
-1;11500;RAINFOREST_RESIN;9996;1;9995;25;;;10002;7;10004;1;10005;25;9999.0;273.0
-1;11500;KELP;2022;26;;;;;2024;8;2025;26;;;2023.0;96.51171875
-1;11600;RAINFOREST_RESIN;9996;2;9995;27;;;10002;2;10004;2;10005;27;9999.0;273.0
-1;11600;KELP;2022;29;;;;;2026;29;;;;;2024.0;93.224609375
-1;11700;KELP;2022;23;;;;;2023;2;2026;23;;;2022.5;94.5244140625
-1;11700;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;273.0
-1;11800;KELP;2022;29;;;;;2024;4;2026;29;;;2023.0;95.0888671875
-1;11800;RAINFOREST_RESIN;9998;10;9995;29;;;10000;5;10005;29;;;9999.0;273.0
-1;11900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;273.0
-1;11900;KELP;2023;2;2022;30;;;2024;3;2026;32;;;2023.5;95.291015625
-1;12000;RAINFOREST_RESIN;10002;1;9995;20;;;10005;20;;;;;10003.5;273.0
-1;12000;KELP;2023;20;;;;;2026;20;;;;;2024.5;93.6455078125
-1;12100;KELP;2023;27;;;;;2025;1;2026;27;;;2024.0;93.708984375
-1;12100;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;275.0
-1;12200;KELP;2023;34;;;;;2026;30;;;;;2024.5;93.7744140625
-1;12200;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;275.0
-1;12300;RAINFOREST_RESIN;9998;6;9996;1;9995;28;10004;1;10005;28;;;10001.0;275.0
-1;12300;KELP;2023;29;;;;;2026;29;;;;;2024.5;93.4658203125
-1;12400;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;275.0
-1;12400;KELP;2023;30;;;;;2026;26;;;;;2024.5;93.2197265625
-1;12500;KELP;2023;19;;;;;2026;20;;;;;2024.5;102.37890625
-1;12500;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;275.0
-1;12600;KELP;2023;22;;;;;2026;22;;;;;2024.5;104.8671875
-1;12600;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;275.0
-1;12700;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;275.0
-1;12700;KELP;2023;22;;;;;2026;22;;;;;2024.5;103.0078125
-1;12800;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;275.0
-1;12800;KELP;2023;22;;;;;2026;22;;;;;2024.5;101.6015625
-1;12900;KELP;2023;36;;;;;2026;29;;;;;2024.5;99.79296875
-1;12900;RAINFOREST_RESIN;9996;1;9995;28;;;10002;3;10004;1;10005;28;9999.0;275.0
-1;13000;KELP;2025;1;2023;6;2022;20;2026;20;;;;;2025.5;108.11328125
-1;13000;RAINFOREST_RESIN;10002;1;9995;20;;;10005;20;;;;;10003.5;275.0
-1;13100;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;277.0
-1;13100;KELP;2023;33;;;;;2026;26;;;;;2024.5;105.98828125
-1;13200;RAINFOREST_RESIN;9998;2;9995;22;;;10005;22;;;;;10001.5;277.0
-1;13200;KELP;2022;22;;;;;2025;5;2026;22;;;2023.5;107.5234375
-1;13300;KELP;2023;6;2022;24;;;2026;24;;;;;2024.5;108.171875
-1;13300;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;277.0
-1;13400;KELP;2023;32;;;;;2026;32;;;;;2024.5;108.9375
-1;13400;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;285.0
-1;13500;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;285.0
-1;13500;KELP;2022;30;;;;;2025;8;2026;30;;;2023.5;109.21484375
-1;13600;RAINFOREST_RESIN;9995;25;;;;;10002;10;10005;25;;;9998.5;285.0
-1;13600;KELP;2023;24;;;;;2025;3;2026;25;;;2024.0;105.6875
-1;13700;KELP;2023;25;;;;;2026;21;;;;;2024.5;105.609375
-1;13700;RAINFOREST_RESIN;9996;1;9995;20;;;9998;4;10004;1;10005;20;9997.0;285.0
-1;13800;KELP;2023;23;;;;;2026;22;;;;;2024.5;104.2109375
-1;13800;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;293.0
-1;13900;RAINFOREST_RESIN;9996;2;9995;20;;;10000;6;10004;2;10005;20;9998.0;293.0
-1;13900;KELP;2023;22;;;;;2024;6;2025;4;2026;22;2023.5;107.28125
-1;14000;RAINFOREST_RESIN;9998;5;9996;2;9995;27;10004;2;10005;27;;;10001.0;293.0
-1;14000;KELP;2023;3;2022;29;;;2026;29;;;;;2024.5;112.16796875
-1;14100;KELP;2023;25;;;;;2025;1;2026;25;;;2024.0;106.56640625
-1;14100;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;293.0
-1;14200;KELP;2023;20;;;;;2026;21;;;;;2024.5;106.2421875
-1;14200;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;293.0
-1;14300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;293.0
-1;14300;KELP;2022;29;;;;;2026;29;;;;;2024.0;113.95703125
-1;14400;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;293.0
-1;14400;KELP;2023;30;;;;;2026;30;;;;;2024.5;110.0859375
-1;14500;KELP;2023;24;;;;;2026;24;;;;;2024.5;109.3984375
-1;14500;RAINFOREST_RESIN;9995;24;;;;;10002;1;10005;24;;;9998.5;293.0
-1;14600;KELP;2022;28;;;;;2024;2;2026;28;;;2023.0;112.7265625
-1;14600;RAINFOREST_RESIN;9996;2;9995;26;;;10000;2;10004;2;10005;26;9998.0;293.0
-1;14700;RAINFOREST_RESIN;9995;30;;;;;10002;7;10005;30;;;9998.5;293.0
-1;14700;KELP;2022;30;;;;;2025;30;;;;;2023.5;119.2578125
-1;14800;RAINFOREST_RESIN;9995;28;;;;;10002;6;10005;28;;;9998.5;293.0
-1;14800;KELP;2022;28;;;;;2025;28;;;;;2023.5;119.44921875
-1;14900;KELP;2023;4;2022;26;;;2025;26;;;;;2024.0;119.9375
-1;14900;RAINFOREST_RESIN;10000;4;9995;26;;;10005;26;;;;;10002.5;293.0
-1;15000;KELP;2024;8;2022;25;;;2025;25;;;;;2024.5;121.32421875
