time,underlying,option,time_to_maturity,implied_vol,delta,mid_price
7800,10440.5,221.5,6992200,9.010649010003832e-06,0.7837080306285579,221.5
7900,10447.5,226.5,6992100,8.912505722982573e-06,0.794348829676333,226.5
8000,10442.5,223.5,6992000,9.0651717350234e-06,0.7847109989780756,223.5
8100,10447.5,226.5,6991900,8.912633458768425e-06,0.7943488228533688,226.5
8200,10451.0,229.5,6991800,8.951056667771917e-06,0.7973903590927074,229.5
8300,10440.5,221.5,6991700,9.010970791156532e-06,0.7837080406319696,221.5
8400,10444.5,224.5,6991600,8.99967294220433e-06,0.7886758729908798,224.5
8500,10447.0,226.5,6991500,9.008339457280792e-06,0.791357393265669,226.5
8600,10441.0,221.5,6991400,8.964550418359453e-06,0.7854565571842078,221.5
8700,10436.5,217.5,6991300,8.883737049501572e-06,0.7821241418547524,217.5
8800,10432.5,214.5,6991200,8.902668319989555e-06,0.7768207575614833,214.5
8900,10431.0,213.5,6991100,8.923924652652313e-06,0.7744713434574753,213.5
9000,10432.0,214.5,6991000,8.950905641412534e-06,0.7750281067742382,214.5
9100,10423.5,207.5,6990900,8.900455807846009e-06,0.7657816222454784,207.5
9200,10424.5,207.5,6990800,8.808360021735812e-06,0.7692821532337399,207.5
9300,10422.5,206.5,6990700,8.872990023720648e-06,0.7651959782418319,206.5
9400,10425.5,208.5,6990600,8.835798146547785e-06,0.7698601688830281,208.5
9500,10425.5,208.5,6990500,8.835861372092886e-06,0.7698601682154795,208.5
9600,10431.5,213.5,6990400,8.87640737284062e-06,0.7762654461839276,213.5
9700,10426.0,209.5,6990300,8.909778619421097e-06,0.7686783503838401,209.5
9800,10428.0,210.5,6990200,8.843476438364757e-06,0.7727822145032482,210.5
9900,10427.0,209.5,6990100,8.81644363964097e-06,0.7722127479953036,209.5
10000,10419.5,203.5,6990000,8.790411106961764e-06,0.76341756080672,203.5
10100,10425.0,208.5,6989900,8.882637869441553e-06,0.7681017336325915,208.5
10200,10421.0,204.5,6989800,8.772708083663811e-06,0.7657605747869409,204.5
10300,10422.5,205.5,6989700,8.75429970993335e-06,0.7681157822463667,205.5
10400,10425.0,208.5,6989600,8.8828285620562e-06,0.7681017319473081,208.5
10500,10427.0,209.5,6989500,8.816822250129678e-06,0.7722127429591112,209.5
10600,10431.5,212.5,6989400,8.752981529788018e-06,0.7793730875153497,212.5
10700,10428.0,210.5,6989300,8.844046122801855e-06,0.7727822065160448,210.5
10800,10434.0,214.5,6989200,8.756162762338426e-06,0.782354215036944,214.5
10900,10439.0,218.5,6989100,8.791340697489378e-06,0.7874946840333326,218.5
11000,10447.5,225.5,6989000,8.797911345797854e-06,0.7973462788094785,225.5
11100,10439.0,218.5,6988900,8.791466247110008e-06,0.7874946901573902,218.5
11200,10447.5,225.5,6988800,8.798037337112542e-06,0.7973462760502424,225.5
11300,10443.0,221.5,6988700,8.78196669515576e-06,0.7924950776072854,221.5
11400,10449.0,227.0,6988600,8.839966292750723e-06,0.7979998240330518,227.0
11500,10447.0,225.5,6988500,8.84236009358739e-06,0.7956249590971236,225.5
11600,10444.0,223.0,6988400,8.868773572929979e-06,0.7914492917912561,223.0
11700,10439.5,219.5,6988300,8.865530746939932e-06,0.7862175532970601,219.5
11800,10435.5,216.5,6988200,8.859419198860556e-06,0.7815794903449248,216.5
11900,10428.5,210.5,6988100,8.797265251809162e-06,0.77458104667838,210.5
12000,10430.5,212.5,6988000,8.851110716739713e-06,0.7757070688893206,212.5
12100,10430.5,212.5,6987900,8.85117409546886e-06,0.775707067715347,212.5
12200,10428.5,210.0,6987800,8.736015223792261e-06,0.7761211994044582,210.0
12300,10434.0,214.5,6987700,8.757103794890755e-06,0.782354182697203,214.5
12400,10436.0,216.5,6987600,8.830841251653378e-06,0.7829115839353152,216.5
12500,10432.5,213.5,6987500,8.780672859798082e-06,0.7799289686570428,213.5
12600,10423.5,206.5,6987400,8.783143244640957e-06,0.7687006877132516,206.5
12700,10426.5,208.5,6987300,8.743801283813162e-06,0.7734422691952261,208.5
12800,10431.0,212.5,6987200,8.803271334052235e-06,0.777527075070538,212.5
12900,10426.5,208.5,6987100,8.74392650033974e-06,0.7734422673085075,208.5
13000,10426.5,209.5,6987000,8.865352101140904e-06,0.7704347775316344,209.5
13100,10423.0,206.5,6986900,8.82961891777103e-06,0.7669381695432266,206.5
13200,10415.5,200.5,6986800,8.798244516805581e-06,0.7581516753404468,200.5
13300,10414.0,199.0,6986700,8.758224308965841e-06,0.7571759153035336,199.0
13400,10414.5,199.5,6986600,8.77144841403059e-06,0.7575072164012331,199.5
13500,10411.0,196.5,6986500,8.740198453675618e-06,0.7536988343465538,196.5
13600,10405.5,192.5,6986400,8.72149940694406e-06,0.7468722012594544,192.5
13700,10406.0,192.5,6986300,8.725868307538264e-06,0.7474369853358511,192.5
13800,10381.5,174.5,6986200,8.692017637764746e-06,0.7144238183462019,174.5
13900,10392.5,182.5,6986100,8.693904716158568e-06,0.7298393686683404,182.5
14000,10379.5,172.5,6986000,8.630991343177702e-06,0.7128601861621979,172.5
14100,10393.5,183.5,6985900,8.723370258102743e-06,0.7305635425512702,183.5
14200,10406.5,193.5,6985800,8.749396291950356e-06,0.7475553941520674,193.5
14300,10396.5,184.5,6985700,8.584984078281509e-06,0.7378668646050637,184.5
14400,10404.0,190.5,6985600,8.62146035205734e-06,0.7472421917689094,190.5
14500,10405.5,192.5,6985500,8.722061646980544e-06,0.746872191223098,192.5
14600,10405.0,191.5,6985400,8.69905262528768e-06,0.7467479927834394,191.5
14700,10417.0,200.5,6985300,8.664853320610597e-06,0.7633616888461419,200.5
14800,10409.5,195.5,6985200,8.760936603261049e-06,0.7512551630576882,195.5
14900,10414.0,198.5,6985100,8.698833706038556e-06,0.7586378803131575,198.5
15000,10425.0,207.5,6985000,8.765320178464725e-06,0.7710638661168587,207.5
15100,10428.5,209.5,6984900,8.675984489965403e-06,0.7776873753615419,209.5
15200,10433.0,213.5,6984800,8.732653482069906e-06,0.7818018484934137,213.5
15300,10438.0,217.5,6984700,8.766819939911491e-06,0.7869941071061302,217.5
15400,10438.5,218.5,6984600,8.840624539466697e-06,0.7857144451348587,218.5
15500,10440.5,219.5,6984500,8.775367444277533e-06,0.789768786191609,219.5
15600,10445.0,223.5,6984400,8.789750164162061e-06,0.7947161791125323,223.5
15700,10446.0,224.5,6984300,8.817402011357016e-06,0.7951726686186052,224.5
15800,10457.5,233.0,6984200,8.738551243406668e-06,0.8104029125104014,233.0
15900,10469.0,242.5,6984100,8.78056202076236e-06,0.8219067614326534,242.5
16000,10461.5,236.5,6984000,8.768959750303084e-06,0.8140519898613059,236.5
16100,10457.5,233.5,6983900,8.806522421132553e-06,0.8086117408931246,233.5
16200,10471.0,244.5,6983800,8.827023327665917e-06,0.8228108266606172,244.5
16300,10466.5,240.5,6983700,8.747065564380525e-06,0.8201126688770111,240.5
16400,10464.0,238.5,6983600,8.759657815639012e-06,0.8170548131801638,238.5
16500,10470.0,243.5,6983500,8.804117399087927e-06,0.8223592741138512,243.5
16600,10469.5,243.5,6983400,8.818266242827744e-06,0.8214499375852726,243.5
16700,10474.0,247.5,6983300,8.89611118971959e-06,0.8241603920013854,247.5
16800,10478.0,250.5,6983200,8.83667173906222e-06,0.8299080102273431,250.5
16900,10482.5,254.5,6983100,8.871380431544149e-06,0.8335986649755105,254.5
17000,10476.5,249.5,6983000,8.872218323630076e-06,0.827410302017016,249.5
17100,10483.0,255.5,6982900,8.956958299309979e-06,0.8318456917592512,255.5
17200,10480.0,252.5,6982800,8.885064128843244e-06,0.8306885894550581,252.5
17300,10483.0,255.5,6982700,8.957086668311566e-06,0.8318456892241916,255.5
17400,10481.5,253.5,6982600,8.847913009380293e-06,0.8332140328278441,253.5
17500,10481.0,253.5,6982500,8.909275570396528e-06,0.8310760916668756,253.5
17600,10475.0,248.5,6982400,8.919433393012259e-06,0.8246087178836474,248.5
17700,10476.0,249.5,6982300,8.942155533586117e-06,0.8250563668857125,249.5
17800,10475.0,248.5,6982200,8.919561153102754e-06,0.8246087174706529,248.5
17900,10470.0,244.0,6982100,8.830863684425648e-06,0.8216716629056693,244.0
18000,10466.0,241.5,6982000,8.950732843311316e-06,0.8142252446072178,241.5
18100,10455.5,232.5,6981900,8.890525432446763e-06,0.8042070023371419,232.5
18200,10463.0,238.5,6981800,8.876840567616987e-06,0.8128928110583005,238.5
18300,10464.5,239.5,6981700,8.844010364204416e-06,0.8153963702218251,239.5
18400,10470.0,244.5,6981600,8.90523175513683e-06,0.8197162888482188,244.5
18500,10470.5,244.5,6981500,8.843000250610469e-06,0.8218931387012758,244.5
18600,10467.5,242.5,6981400,8.917328591582115e-06,0.8167247003323239,242.5
18700,10460.5,236.5,6981300,8.883452454683792e-06,0.8099774105299774,236.5
18800,10463.5,238.5,6981200,8.819843924724148e-06,0.8149500590852232,238.5
18900,10469.0,243.5,6981100,8.881654769642168e-06,0.8192763695730764,243.5
19000,10469.0,243.5,6981000,8.881718561670626e-06,0.819276364853829,243.5
19100,10468.5,243.5,6980900,8.941915037785212e-06,0.8171640948258974,243.5
19200,10464.5,240.5,6980800,8.983578411786858e-06,0.8117679484217803,240.5
19300,10467.5,242.5,6980700,8.917776609137195e-06,0.8167246760049942,242.5
19400,10466.5,241.5,6980600,8.893517800392688e-06,0.8162836077867325,241.5
19500,10469.0,243.5,6980500,8.882037542401336e-06,0.8192763412563808,243.5
19600,10467.5,242.5,6980400,8.917968637309269e-06,0.8167246655781315,242.5
19700,10460.5,237.5,6980300,9.018646171431625e-06,0.8064995441597657,237.5
19800,10463.0,238.5,6980200,8.877859188845226e-06,0.8128927768534745,238.5
19900,10461.5,237.5,6980100,8.909233249739051e-06,0.8104282064887673,237.5
20000,10456.5,233.5,6980000,8.917226535542752e-06,0.8046703580397382,233.5
20100,10448.0,226.5,6979900,8.875477367779494e-06,0.7960726043105951,226.5
20200,10441.0,221.0,6979800,8.911810149690313e-06,0.7869653876600813,221.0
20300,10436.5,217.5,6979700,8.891126046817828e-06,0.7821238954587302,217.5
20400,10447.0,225.5,6979600,8.848005124710835e-06,0.7956247228222681,225.5
20500,10449.0,227.5,6979500,8.903431395598359e-06,0.7965161419182769,227.5
20600,10451.5,229.5,6979400,8.915751015846804e-06,0.7990662428497577,229.5
20700,10451.0,228.5,6979300,8.842331209874554e-06,0.8003897573738876,228.5
20800,10457.5,234.5,6979200,8.9431953230565e-06,0.805131256605524,234.5
20900,10455.0,232.5,6979100,8.94529504895142e-06,0.8022778964838485,232.5
21000,10450.0,228.5,6979000,8.931488923127261e-06,0.7969553443856665,228.5
21100,10452.0,229.0,6978900,8.802942957950924e-06,0.8025652954234694,229.0
21200,10454.5,231.5,6978800,8.866973269681653e-06,0.8037411171908749,231.5
21300,10460.5,236.5,6978700,8.885108560598257e-06,0.8099773729374898,236.5
21400,10461.5,237.5,6978600,8.91019157149328e-06,0.8104281834422338,237.5
21500,10458.0,234.5,6978500,8.889728572470833e-06,0.8070845971995876,234.5
21600,10457.0,233.5,6978400,8.864483529295542e-06,0.8066255752309941,233.5
21700,10455.0,232.5,6978300,8.945807931539846e-06,0.8022778926825604,232.5
21800,10457.5,234.5,6978200,8.943836377008851e-06,0.8051312493467206,234.5
21900,10456.5,233.5,6978100,8.918440945680338e-06,0.804670345130353,233.5
22000,10456.0,232.5,6978000,8.839391289356955e-06,0.806164160500302,232.5
22100,10458.5,235.5,6977900,8.969453716117143e-06,0.8055897217877692,235.5
22200,10457.5,234.5,6977800,8.94409283718102e-06,0.8051312464428875,234.5
22300,10452.5,230.5,6977700,8.944915062135465e-06,0.7994848135922853,230.5
22400,10452.5,230.5,6977600,8.94497912573558e-06,0.7994848144501636,230.5
22500,10456.0,233.5,6977500,8.971951741770319e-06,0.8027434490524622,233.5
22600,10462.5,238.5,6977400,8.935938053714905e-06,0.8108768312238225,238.5
22700,10473.0,247.5,6977300,8.97929784931748e-06,0.8210277259759486,247.5
22800,10480.5,252.5,6977200,8.82750679562927e-06,0.8328276352041724,252.5
22900,10476.0,249.5,6977100,8.94548851560895e-06,0.8250563319891165,249.5
23000,10484.0,256.5,6977000,8.984675222135843e-06,0.8322277647302978,256.5
23100,10478.5,251.5,6976900,8.92464661870672e-06,0.8281986968085868,251.5
23200,10474.5,248.5,6976800,8.989386016406243e-06,0.8223472598429235,248.5
23300,10475.0,248.5,6976700,8.923076714394285e-06,0.8246087059468061,248.5
23400,10473.5,247.5,6976600,8.966281495952487e-06,0.8219051131911587,247.5
23500,10472.0,246.5,6976500,8.956108858209268e-06,0.820591751173442,246.5
23600,10478.5,251.5,6976400,8.92496655410945e-06,0.828198693499739,251.5
23700,10481.5,254.5,6976300,8.997632459232735e-06,0.8293666454174049,254.5
23800,10479.5,252.5,6976200,8.9493256545865e-06,0.8285899400397162,252.5
23900,10478.0,251.5,6976100,8.991189923130487e-06,0.8259497513293592,251.5
24000,10478.5,251.5,6976000,8.925222527199379e-06,0.8281986908525099,251.5
24100,10474.0,248.5,6975900,9.003839707585256e-06,0.8214623497342808,248.5
24200,10472.0,246.5,6975800,8.9565596775296e-06,0.8205917127097884,246.5
24300,10474.5,248.5,6975700,8.99009403971134e-06,0.8223472785639256,248.5
24400,10474.5,248.5,6975600,8.990158413789141e-06,0.822347280265429,248.5
24500,10467.5,242.5,6975500,8.921106852456196e-06,0.8167244951986671,242.5
24600,10465.0,240.5,6975400,8.930335613146944e-06,0.8137828555060815,240.5
24700,10459.5,235.5,6975300,8.86220894747139e-06,0.8095243309772988,235.5
24800,10462.5,238.5,6975200,8.937348537182123e-06,0.8108767953142678,238.5
24900,10463.0,238.5,6975100,8.881108384061807e-06,0.8128926677658779,238.5
25000,10467.5,242.5,6975000,8.921427264587649e-06,0.8167244778051668,242.5
25100,10471.0,245.5,6974900,8.933363227796769e-06,0.8201544687391895,245.5
25200,10471.5,245.5,6974800,8.920730179349392e-06,0.8210178074032497,245.5
25300,10467.5,242.5,6974700,8.921619528419412e-06,0.8167244673683758,242.5
25400,10465.5,241.0,6974600,8.943173899973715e-06,0.8140041812936292,241.0
25500,10466.0,241.5,6974500,8.955551438136788e-06,0.814225054288563,241.5
25600,10463.0,238.5,6974400,8.881554630317795e-06,0.8128926527859783,238.5
25700,10464.5,240.5,6974300,8.987768373902118e-06,0.8117678290476542,240.5
25800,10465.5,241.0,6974200,8.943430740225296e-06,0.814004171418468,241.0
25900,10462.5,238.5,6974100,8.9380540292824e-06,0.8108767773547614,238.5
26000,10465.5,241.5,6974000,9.012818636222361e-06,0.8122102864548568,241.5
26100,10460.0,236.5,6973900,8.943183439975892e-06,0.8079955647462622,236.5
26200,10459.5,235.5,6973800,8.863162766663374e-06,0.8095243105612138,235.5
26300,10456.5,233.5,6973700,8.921255169418857e-06,0.8046703152205753,233.5
26400,10463.0,238.5,6973600,8.882064708355943e-06,0.8128926356639855,238.5
26500,10461.0,237.5,6973500,8.96864480434752e-06,0.8084476270193138,237.5
26600,10461.0,237.5,6973400,8.968709155449007e-06,0.808447625852557,237.5
26700,10464.5,240.5,6973300,8.988413503611134e-06,0.8117678106714684,240.5
26800,10467.5,242.5,6973200,8.922581033853692e-06,0.8167244151765376,242.5
26900,10463.5,239.5,6973100,8.963640549353453e-06,0.8113233173767767,239.5
27000,10458.0,234.5,6973000,8.893235840809197e-06,0.8070845441041804,234.5
27100,10458.0,234.5,6972900,8.893299647740785e-06,0.807084543138378,234.5
27200,10464.0,239.5,6972800,8.907312615097103e-06,0.8133386762144146,239.5
27300,10462.0,237.5,6972700,8.857853899696103e-06,0.8124445761483989,237.5
27400,10460.0,236.5,6972600,8.944017653975249e-06,0.8079955504952601,236.5
27500,10457.5,234.5,6972500,8.947493017982002e-06,0.8051312079504307,234.5
27600,10454.5,231.5,6972400,8.871043321438349e-06,0.803741079146767,231.5
27700,10450.5,228.5,6972300,8.892253946150345e-06,0.7986430807761684,228.5
27800,10438.0,218.5,6972200,8.895106647453893e-06,0.7839411888215013,218.5
27900,10442.0,221.5,6972100,8.883995802761665e-06,0.788973569410621,221.5
28000,10443.0,222.5,6972000,8.911399329674518e-06,0.7894584327818822,222.5
28100,10441.5,221.5,6971900,8.930488171848734e-06,0.7872129063036152,221.5
28200,10444.0,222.5,6971800,8.77012347708308e-06,0.794254920284198,222.5
28300,10433.5,214.5,6971700,8.817107325080962e-06,0.780481688619853,214.5
28400,10440.5,220.5,6971600,8.903401295418591e-06,0.7867173757943859,220.5
28500,10440.0,219.5,6971500,8.829724511630633e-06,0.7879919815045575,219.5
28600,10437.0,217.5,6971400,8.86835319181981e-06,0.7834284282533236,217.5
28700,10442.0,221.5,6971300,8.884504393659997e-06,0.7889735983497924,221.5
28800,10440.0,220.0,6971200,8.890017613180165e-06,0.7864681779885498,220.0
28900,10446.0,224.5,6971100,8.825761405978647e-06,0.7951722734940424,224.5
29000,10445.0,224.5,6971000,8.966757320044288e-06,0.7904163221668269,224.5
29100,10441.5,221.5,6970900,8.931127520373e-06,0.7872129360592512,221.5
29200,10443.0,222.5,6970800,8.912164520119582e-06,0.7894584785753083,222.5
29300,10449.0,227.5,6970700,8.909056215628807e-06,0.7965159723971743,227.5
29400,10449.5,227.5,6970600,8.865352195690237e-06,0.7982152969258823,227.5
29500,10445.5,224.5,6970500,8.921319717084923e-06,0.7921550493324538,224.5
29600,10440.0,219.5,6970400,8.83041979257743e-06,0.7879920172114063,219.5
29700,10440.0,219.5,6970300,8.830483008088866e-06,0.7879920204578408,219.5
29800,10444.0,223.5,6970200,8.939902235576305e-06,0.7899394066817651,223.5
29900,10443.5,222.5,6970100,8.86665114668452e-06,0.791213131632343,222.5
30000,10444.0,223.5,6970000,8.94003017826915e-06,0.7899394147305261,223.5
30100,10440.5,220.5,6969900,8.90448512524772e-06,0.7867174236801205,220.5
30200,10433.5,214.5,6969800,8.818310418039481e-06,0.7804816538219592,214.5
30300,10435.5,215.5,6969700,8.768214141475895e-06,0.7841819577390372,215.5
30400,10431.5,212.5,6969600,8.765418843156794e-06,0.7793727610230399,212.5
30500,10431.5,213.0,6969500,8.827809888624742e-06,0.7778057042520321,213.0
30600,10427.0,209.0,6969400,8.768556027082827e-06,0.7737280029912492,209.0
30700,10425.5,208.5,6969300,8.84929590378128e-06,0.769860026401905,208.5
30800,10425.0,208.0,6969200,8.83568753386475e-06,0.7695714470095554,208.0
30900,10430.0,211.5,6969100,8.787954297343183e-06,0.7769667948096683,211.5
31000,10427.0,209.5,6969000,8.82978747738498e-06,0.7722125705337735,209.5
31100,10427.0,209.5,6968900,8.829850862618574e-06,0.7722125696909776,209.5
31200,10430.5,212.5,6968800,8.863304446012398e-06,0.7757068430638815,212.5
31300,10422.5,206.5,6968700,8.886988711231577e-06,0.7651958856785548,206.5
31400,10425.5,208.5,6968600,8.849740542332747e-06,0.7698600217094058,208.5
31500,10426.5,209.0,6968500,8.816518741003994e-06,0.7719266081180002,209.0
31600,10428.5,210.5,6968400,8.809699968838835e-06,0.774580838766467,210.5
31700,10430.0,211.5,6968300,8.788459158196527e-06,0.7769667842217105,211.5
31800,10432.0,213.5,6968200,8.841980410855243e-06,0.7780838097805152,213.5
31900,10432.0,213.5,6968100,8.842043915655932e-06,0.7780838083091284,213.5
32000,10433.0,214.5,6968000,8.868763856656494e-06,0.7786378250789063,214.5
32100,10429.5,211.5,6967900,8.836969759517624e-06,0.7751454032889717,211.5
32200,10427.0,209.0,6967800,8.769563344661478e-06,0.7737279874146665,209.0
32300,10428.0,210.5,6967700,8.857751655791273e-06,0.7727820144014304,210.5
32400,10431.5,212.5,6967600,8.766678086419638e-06,0.7793727279719991,212.5
32500,10430.5,212.5,6967500,8.86413188528064e-06,0.7757068277428264,212.5
32600,10437.0,217.5,6967400,8.870895396803683e-06,0.7834285062382633,217.5
32700,10439.0,218.5,6967300,8.805057377098869e-06,0.7874953528897322,218.5
32800,10439.0,219.0,6967200,8.865281222915947e-06,0.7859669803938735,219.0
32900,10440.5,220.5,6967100,8.906271120633611e-06,0.7867175025830229,220.5
33000,10440.0,219.5,6967000,8.832569882637548e-06,0.7879921276238542,219.5
33100,10436.5,217.5,6966900,8.899300847010382e-06,0.7821236229150889,217.5
33200,10435.0,216.5,6966800,8.92269790851735e-06,0.77973708408175,216.5
33300,10438.5,218.5,6966700,8.851956849303667e-06,0.7857148957372526,218.5
33400,10438.0,218.5,6966600,8.898676421947861e-06,0.7839413044663488,218.5
33500,10436.5,216.5,6966500,8.797513371696134e-06,0.7846968573940958,216.5
33600,10433.5,214.5,6966400,8.820464550377475e-06,0.7804815915191137,214.5
33700,10425.0,208.5,6966300,8.89767663888771e-06,0.7681016007589194,208.5
33800,10434.0,215.5,6966200,8.896521440401883e-06,0.7791888795397929,215.5
33900,10434.0,215.5,6966100,8.89658536163525e-06,0.7791888779067802,215.5
34000,10434.5,215.5,6966000,8.847156679063046e-06,0.7810317169396296,215.5
34100,10435.0,216.5,6965900,8.923274922836323e-06,0.7797370686135197,216.5
34200,10429.0,210.5,6965800,8.76323136967352e-06,0.7764036499830478,210.5
34300,10430.0,211.5,6965700,8.790100556886005e-06,0.776966749799211,211.5
34400,10427.5,210.5,6965600,8.906242918116568e-06,0.7710059119817925,210.5
34500,10438.0,218.5,6965500,8.899378133134353e-06,0.783941327196032,218.5
34600,10438.0,218.5,6965400,8.899441933297238e-06,0.7839413292625964,218.5
34700,10435.5,216.5,6965300,8.873989419603635e-06,0.7815790267995513,216.5
34800,10437.5,218.5,6965200,8.946282516578786e-06,0.782176762098777,218.5
