time,underlying,option,time_to_maturity,implied_vol,delta,mid_price
4700,10457.5,708.5,6995300,1.1338013064638886e-05,0.9906394677024136,708.5
4800,10464.0,714.5,6995200,1.0523533104996602e-05,0.9946616424990737,714.5
4900,10464.5,715.5,6995100,1.1431094414564926e-05,0.9907213394704237,715.5
5000,10462.5,713.5,6995000,1.1404631944756843e-05,0.990698158124185,713.5
5100,10453.0,703.5,6994900,1.0364021549855204e-05,0.9946701177693321,703.5
5200,10455.0,706.5,6994800,1.1917448944519502e-05,0.9871501001337326,706.5
5300,10451.0,702.5,6994700,1.1860162605996647e-05,0.9870982795313769,702.5
5400,10450.0,701.5,6994600,1.1845809422348667e-05,0.9870857834983087,701.5
5500,10441.0,691.5,6994500,1.0235113474440405e-05,0.9945065782447734,691.5
5600,10445.5,696.5,6994400,1.11791019909899e-05,0.9904954541251025,696.5
5700,10444.0,694.5,6994300,1.0270739136363251e-05,0.9945361478425766,694.5
5800,10439.5,690.5,6994200,1.1099132524679591e-05,0.9904224219937701,690.5
5900,10431.5,682.5,6994100,1.1019729649815124e-05,0.9901727081597347,682.5
6000,10445.0,696.5,6994000,1.1773538814577413e-05,0.987026211593312,696.5
6100,10440.5,691.5,6993900,1.1112742758609565e-05,0.9904346277122522,691.5
6200,10447.0,697.5,6993800,1.033506379895957e-05,0.9944562575257523,697.5
6300,10440.5,691.5,6993700,1.1112900188422728e-05,0.9904346355344036,691.5
6400,10442.5,693.5,6993600,1.1139703487628558e-05,0.9904590100152606,693.5
6500,10443.5,694.5,6993500,1.1153133229299976e-05,0.9904711861044204,694.5
6600,10440.0,690.5,6993400,1.0222839900473062e-05,0.99450148157517,690.5
6700,10426.0,677.0,6993300,1.0897087261388623e-05,0.9903746113416377,677.0
6800,10432.5,683.5,6993200,1.1037076298298062e-05,0.9901677617950895,683.5
6900,10433.0,683.5,6993100,1.0129866155632326e-05,0.9944716287042776,683.5
7000,10431.5,682.5,6993000,1.1020763194434887e-05,0.9901717924486676,682.5
7100,10435.0,686.5,6992900,1.1625867637988012e-05,0.9869226922759415,686.5
7200,10438.5,689.5,6992800,1.1085327982089888e-05,0.9904184308173731,689.5
7300,10437.0,688.0,6992700,1.1061137708318447e-05,0.9904225887637241,688.0
7400,10438.5,689.5,6992600,1.1085513322427431e-05,0.9904182871774078,689.5
7500,10441.5,692.5,6992500,1.1127211944679604e-05,0.9904468728676453,692.5
7600,10441.5,692.5,6992400,1.112729075365217e-05,0.9904468769002591,692.5
7700,10436.0,687.5,6992300,1.1641443025058507e-05,0.9869318629715489,687.5
7800,10440.5,691.5,6992200,1.1114081112810425e-05,0.9904346942813929,691.5
7900,10447.5,698.5,6992100,1.1207578666067334e-05,0.9905198020122152,698.5
8000,10442.5,693.5,6992000,1.1140965537764476e-05,0.9904590761367829,693.5
8100,10447.5,698.5,6991900,1.1207737254889777e-05,0.9905198109707933,698.5
8200,10451.0,701.5,6991800,1.0355088424632162e-05,0.994604735004538,701.5
8300,10440.5,691.5,6991700,1.111447483306436e-05,0.9904347138952736,691.5
8400,10444.5,695.5,6991600,1.116797865124214e-05,0.9904834282891085,695.5
8500,10447.0,697.5,6991500,1.0335764714750999e-05,0.9944601053449009,697.5
8600,10441.0,692.5,6991400,1.1716846017335363e-05,0.986981766219078,692.5
8700,10436.5,687.5,6991300,1.1054318236751475e-05,0.990423095798293,687.5
8800,10432.5,683.5,6991200,1.103895216752929e-05,0.9901661326366483,683.5
8900,10431.0,682.5,6991100,1.1616841044792042e-05,0.9865654011103506,682.5
9000,10432.0,682.5,6991000,1.0117960107074955e-05,0.9944677290439978,682.5
9100,10423.5,675.0,6990900,1.1501589677597748e-05,0.9865051098886469,675.0
9200,10424.5,675.5,6990800,1.0887780724959362e-05,0.9903071691895262,675.5
9300,10422.5,673.5,6990700,1.087411683533555e-05,0.9902093417315531,673.5
9400,10425.5,676.5,6990600,1.0894789625696732e-05,0.9903557555540646,676.5
9500,10425.5,676.5,6990500,1.0894833232905488e-05,0.990355943533982,676.5
9600,10431.5,682.5,6990400,1.1023206277172405e-05,0.990169632016968,682.5
9700,10426.0,676.5,6990300,1.003627055149883e-05,0.9944504292289761,676.5
9800,10428.0,679.5,6990200,1.1571745159488434e-05,0.9865393961297777,679.5
9900,10427.0,677.5,6990100,1.0050262251115328e-05,0.9944527581304338,677.5
10000,10419.5,670.5,6990000,1.0854185511503882e-05,0.9900596748238102,670.5
10100,10425.0,676.5,6989900,1.1525749116047886e-05,0.9865156768694998,676.5
10200,10421.0,672.0,6989800,1.0864334761487553e-05,0.9901361982729128,672.0
10300,10422.5,673.5,6989700,1.0874543547011507e-05,0.9902112893121153,673.5
10400,10425.0,676.5,6989600,1.1526015685963573e-05,0.9865155511546907,676.5
10500,10427.0,677.5,6989500,1.0050730296118126e-05,0.9944526126659297,677.5
10600,10431.5,682.5,6989400,1.1024145983492952e-05,0.9901688025728732,682.5
10700,10428.0,679.0,6989300,1.0966109444614834e-05,0.9901854188784293,679.0
10800,10434.0,684.5,6989200,1.0146333273254758e-05,0.9944746801245625,684.5
10900,10439.0,689.5,6989100,1.021294583462362e-05,0.9944961916832132,689.5
11000,10447.5,698.5,6989000,1.1210037542052296e-05,0.9905199409665093,698.5
11100,10439.0,689.5,6988900,1.021309758952959e-05,0.9944961698642392,689.5
11200,10447.5,698.5,6988800,1.1210196234260254e-05,0.9905199499382595,698.5
11300,10443.0,693.5,6988700,1.0265528371331433e-05,0.9945166951426684,693.5
11400,10449.0,700.0,6988600,1.123033735290317e-05,0.9905380965234144,700.0
11500,10447.0,697.5,6988500,1.0336680460770027e-05,0.9944651189447097,697.5
11600,10444.0,694.5,6988400,1.0322495378942166e-05,0.994352474438291,694.5
11700,10439.5,690.5,6988300,1.110377488765535e-05,0.9904226464020192,690.5
11800,10435.5,686.5,6988200,1.1040925652704881e-05,0.9904240364249703,686.5
11900,10428.5,679.5,6988100,1.097558447537423e-05,0.990181771014692,679.5
12000,10430.5,681.5,6988000,1.100891783499279e-05,0.9901720402458006,681.5
12100,10430.5,681.5,6987900,1.1009011977633389e-05,0.990171955803427,681.5
12200,10428.5,679.0,6987800,1.0072705829889808e-05,0.9944561732570105,679.0
12300,10434.0,685.5,6987700,1.1615348205758164e-05,0.9869119763661317,685.5
12400,10436.0,687.5,6987600,1.1645565101887425e-05,0.9869305480750544,687.5
12500,10432.5,683.5,6987500,1.1042422839523105e-05,0.9901631276039248,683.5
12600,10423.5,674.5,6987400,1.0882367090014282e-05,0.990264967101746,674.5
12700,10426.5,677.5,6987300,1.0953208904296414e-05,0.9901348510675647,677.5
12800,10431.0,682.5,6987200,1.1620282478279256e-05,0.9865641083002693,682.5
12900,10426.5,677.5,6987100,1.0953296923242766e-05,0.9901352316588008,677.5
13000,10426.5,677.5,6987000,1.0953340936411017e-05,0.9901354219408449,677.5
13100,10423.0,674.0,6986900,1.0879155322749578e-05,0.9902414001629655,674.0
13200,10415.5,666.5,6986800,1.0742389102662447e-05,0.9903462241101516,666.5
13300,10414.0,664.5,6986700,9.919177460961383e-06,0.9942308746541284,664.5
13400,10414.5,665.5,6986600,1.0723416943625203e-05,0.9903651946340598,665.5
13500,10411.0,662.5,6986500,1.1333766829453775e-05,0.9862592582655968,662.5
13600,10405.5,657.5,6986400,1.168776073751026e-05,0.9830672288062867,657.5
13700,10406.0,656.5,6986300,9.802431871906543e-06,0.9942339135464617,656.5
13800,10381.5,632.5,6986200,1.0298462716371177e-05,0.9898071495585571,632.5
13900,10392.5,643.5,6986100,1.0458006485924474e-05,0.9898980201999232,643.5
14000,10379.5,630.5,6986000,1.0269272974708902e-05,0.9897922181980946,630.5
14100,10393.5,644.5,6985900,1.0472494846135703e-05,0.9899069992822266,644.5
14200,10406.5,657.5,6985800,1.065639969202482e-05,0.9900350123067261,657.5
14300,10396.5,647.5,6985700,1.0515481175793681e-05,0.9899347575461408,647.5
14400,10404.0,655.5,6985600,1.1179903137128672e-05,0.9865139494764622,655.5
14500,10405.5,656.5,6985500,1.0642654408153573e-05,0.9900244572818866,656.5
14600,10405.0,656.5,6985400,1.1197903796728064e-05,0.9865060187033565,656.5
14700,10417.0,667.5,6985300,9.963435969245247e-06,0.9942322469652395,667.5
14800,10409.5,660.5,6985200,1.0698649153184418e-05,0.9900671585487216,660.5
14900,10414.0,665.5,6985100,1.1359311408411394e-05,0.9864312355432471,665.5
15000,10425.0,675.5,6985000,1.0026535651445735e-05,0.994446849545427,675.5
15100,10428.5,679.5,6984900,1.0978607321962857e-05,0.9901789686308686,679.5
15200,10433.0,684.0,6984800,1.1003179407838674e-05,0.9904307558949375,684.0
15300,10438.0,688.5,6984700,1.0203090900825863e-05,0.9944909909001662,688.5
15400,10438.5,690.5,6984600,1.2185824528536938e-05,0.9836120656136096,690.5
15500,10440.5,691.5,6984500,1.112014878270591e-05,0.9904349980584336,691.5
15600,10445.0,695.5,6984400,1.0328403160856479e-05,0.9943972932990297,695.5
15700,10446.0,697.5,6984300,1.1796582276045199e-05,0.9870363258818556,697.5
15800,10457.5,708.0,6984200,1.0451948405815703e-05,0.9946124283954735,708.0
15900,10469.0,719.5,6984100,1.0592030973511483e-05,0.9947033220012351,719.5
16000,10461.5,712.5,6984000,1.1400238133884244e-05,0.990686952431159,712.5
16100,10457.5,708.5,6983900,1.1347165719452506e-05,0.9906399680534219,708.5
16200,10471.0,721.5,6983800,1.0616235838020938e-05,0.9947200345217277,721.5
16300,10466.5,717.5,6983700,1.146690384500497e-05,0.9907447529262994,717.5
16400,10464.0,715.5,6983600,1.2053928482184638e-05,0.9872773676875121,715.5
16500,10470.0,720.5,6983500,1.0604472348538344e-05,0.99471170510899,720.5
16600,10469.5,720.5,6983400,1.1507005638207105e-05,0.9907788758989473,720.5
16700,10474.0,724.5,6983300,1.0652410860645448e-05,0.9947454612423304,724.5
16800,10478.0,729.0,6983200,1.1620172298288893e-05,0.9908730171305893,729.0
16900,10482.5,733.5,6983100,1.1680150980689177e-05,0.9909212567915132,733.5
17000,10476.5,727.5,6983000,1.1600384900078963e-05,0.9908566909473004,727.5
17100,10483.0,733.5,6982900,1.075914704799905e-05,0.9948232226819052,733.5
17200,10480.0,730.5,6982800,1.0723878519021477e-05,0.9947971603564909,730.5
17300,10483.0,733.5,6982700,1.0759292628701229e-05,0.9948232525580701,733.5
17400,10481.5,732.5,6982600,1.1667252248336482e-05,0.9909106409061914,732.5
17500,10481.0,731.5,6982500,1.0735890624024374e-05,0.9948058854375825,731.5
17600,10475.0,725.5,6982400,1.0664960416750724e-05,0.994754114534383,725.5
17700,10476.0,726.5,6982300,1.0676909664771761e-05,0.9947626968245372,726.5
17800,10475.0,726.5,6982200,1.2214601866669388e-05,0.9874016500920725,726.5
17900,10470.0,720.0,6982100,1e-07,1.0,720.0
18000,10466.0,716.5,6982000,1.0557395432876013e-05,0.9946789307435064,716.5
18100,10455.5,706.5,6981900,1.1322181448025478e-05,0.990616339566491,706.5
18200,10463.0,713.5,6981800,1.0521138378049263e-05,0.9946548910886684,713.5
18300,10464.5,715.5,6981700,1.1441958882242957e-05,0.9907218472473109,715.5
18400,10470.0,720.5,6981600,1.060585377113821e-05,0.9947119277684743,720.5
18500,10470.5,721.5,6981500,1.152184967691734e-05,0.9907902037641152,721.5
18600,10467.5,718.5,6981400,1.148206410217662e-05,0.9907562505373411,718.5
18700,10460.5,710.5,6981300,1e-07,1.0,710.5
18800,10463.5,713.5,6981200,1e-07,1.0,713.5
18900,10469.0,719.5,6981100,1.059421298485061e-05,0.994703661964957,719.5
19000,10469.0,719.5,6981000,1.0594285733137623e-05,0.9947036733331431,719.5
19100,10468.5,719.5,6980900,1.1495760749854832e-05,0.990767635100535,719.5
19200,10464.5,715.5,6980800,1.1442689791588208e-05,0.9907218809355877,715.5
19300,10467.5,718.5,6980700,1.1482635097313582e-05,0.9907562741237514,718.5
19400,10466.5,717.5,6980600,1.1469428181380056e-05,0.9907448616743639,717.5
19500,10469.0,720.5,6980500,1.213098938019904e-05,0.9873232586040378,720.5
19600,10467.5,718.5,6980400,1.1482879838169058e-05,0.9907562842206656,718.5
19700,10460.5,711.5,6980300,1.1389939575791303e-05,0.9906754180173027,711.5
19800,10463.0,713.5,6980200,1.0522306469661393e-05,0.9946550297729563,713.5
19900,10461.5,712.5,6980100,1.1403391499113988e-05,0.9906871107030502,712.5
20000,10456.5,707.5,6980000,1.1337005276351657e-05,0.9906282989268095,707.5
20100,10448.0,699.0,6979900,1.1223930747898837e-05,0.9905264025570836,699.0
20200,10441.0,692.0,6979800,1.1130546215391514e-05,0.9904412883891298,692.0
20300,10436.5,687.5,6979700,1.1065115079924046e-05,0.9904144286264133,687.5
20400,10447.0,698.0,6979600,1.1210835882705976e-05,0.9905143057407366,698.0
20500,10449.0,699.5,6979500,1.0349135685208178e-05,0.9945530431972804,699.5
20600,10451.5,702.5,6979400,1.127095721253672e-05,0.9905686313042069,702.5
20700,10451.0,702.0,6979300,1.12643791593762e-05,0.9905626253355794,702.0
20800,10457.5,708.5,6979200,1.135094597789402e-05,0.990640173072012,708.5
20900,10455.0,706.5,6979100,1.1930922810068206e-05,0.9871496309382928,706.5
21000,10450.0,700.5,6979000,1.035419592460567e-05,0.9945897250079919,700.5
21100,10452.0,702.0,6978900,1e-07,1.0,702.0
21200,10454.5,705.5,6978800,1.1311365768151819e-05,0.9906045700336619,705.5
21300,10460.5,711.5,6978700,1.1391232240592232e-05,0.9906754841645692,711.5
21400,10461.5,712.5,6978600,1.1404605080288908e-05,0.9906871713607825,712.5
21500,10458.0,709.5,6978500,1.1974032948788237e-05,0.9871908946398071,709.5
21600,10457.0,708.0,6978400,1.1344940776246561e-05,0.9906342932108669,708.0
21700,10455.0,705.5,6978300,1.0469329465522515e-05,0.9944278215832935,705.5
21800,10457.5,708.5,6978200,1.135175080199024e-05,0.9906402165930966,708.5
21900,10456.5,707.5,6978100,1.1338532335379949e-05,0.9906283827239422,707.5
22000,10456.0,707.5,6978000,1.1946101891498108e-05,0.9871632004661992,707.5
22100,10458.5,709.5,6977900,1.136528940894329e-05,0.9906520308738116,709.5
22200,10457.5,708.5,6977800,1.1352072782173896e-05,0.9906402339915554,708.5
22300,10452.5,703.5,6977700,1.1285629632306043e-05,0.9905807088653412,703.5
22400,10452.5,703.5,6977600,1.1285709627512049e-05,0.9905807134126748,703.5
22500,10456.0,706.5,6977500,1.0438311936760968e-05,0.9946016771048192,706.5
22600,10462.5,713.5,6977400,1.1418868766064982e-05,0.9906988595741772,713.5
22700,10473.0,724.0,6977300,1.155853705669688e-05,0.9908182576395094,724.0
22800,10480.5,730.5,6977200,1e-07,1.0,730.5
22900,10476.0,726.5,6977100,1.068068865970794e-05,0.9947634075081708,726.5
23000,10484.0,734.5,6977000,1.0775201824074952e-05,0.9948328197534508,734.5
23100,10478.5,729.5,6976900,1.1632052302564264e-05,0.9908785333855064,729.5
23200,10474.5,725.5,6976800,1.1578901881530847e-05,0.9908348690972263,725.5
23300,10475.0,725.5,6976700,1.0669102751108283e-05,0.9947548786024644,725.5
23400,10473.5,724.5,6976600,1.156576406189424e-05,0.9908238214015678,724.5
23500,10472.0,722.5,6976500,1.0633501051102894e-05,0.9947293570090203,722.5
23600,10478.5,729.0,6976400,1.0710812642171981e-05,0.9947850810593788,729.0
23700,10481.5,732.5,6976300,1.1672505848147748e-05,0.9909107060834697,732.5
23800,10479.5,730.5,6976200,1.1645949310221213e-05,0.9908893213407984,730.5
23900,10478.0,728.5,6976100,1.0705116167940894e-05,0.9947807965287245,728.5
24000,10478.5,729.5,6976000,1.163279978116353e-05,0.9908785473975288,729.5
24100,10474.0,725.5,6975900,1.220728819767317e-05,0.9873806943062325,725.5
24200,10472.0,722.5,6975800,1.0634010167603994e-05,0.9947294449256691,722.5
24300,10474.5,725.5,6975700,1.1579809782569105e-05,0.9908348939403515,725.5
24400,10474.5,725.5,6975600,1.1579892330886298e-05,0.9908348961929024,725.5
24500,10467.5,718.5,6975500,1.1486879708746874e-05,0.9907564481497807,718.5
24600,10465.0,715.5,6975400,1.0550101679683935e-05,0.9946714842887879,715.5
24700,10459.5,710.5,6975300,1.1380683909309154e-05,0.9906639031130359,710.5
24800,10462.5,713.5,6975200,1.1420652413252153e-05,0.9906989460087,713.5
24900,10463.0,713.5,6975100,1.0526031118101304e-05,0.9946554767990127,713.5
25000,10467.5,718.5,6975000,1.1487288117275631e-05,0.9907564647721172,718.5
25100,10471.0,722.0,6974900,1.1533910823034705e-05,0.9907960067300947,722.0
25200,10471.5,722.5,6974800,1.1540643022453532e-05,0.9908016068635674,722.5
25300,10467.5,718.5,6974700,1.1487533185393347e-05,0.9907564747361234,718.5
25400,10465.5,716.5,6974600,1.1461024004489662e-05,0.9907336143069814,716.5
25500,10466.0,716.5,6974500,1.0562861557779192e-05,0.9946796938387058,716.5
25600,10463.0,714.0,6974400,1.142794897932805e-05,0.9907047794865566,714.0
25700,10464.5,715.5,6974300,1.1447973108297556e-05,0.9907221226454621,715.5
25800,10465.5,716.5,6974200,1.1461349839513723e-05,0.9907336286162415,716.5
25900,10462.5,713.5,6974100,1.1421544575324654e-05,0.9906989891189506,713.5
26000,10465.5,716.5,6974000,1.146151276841213e-05,0.9907336357666001,716.5
26100,10460.0,710.5,6973900,1.0490258760683925e-05,0.994632058964546,710.5
26200,10459.5,710.5,6973800,1.1381895498814331e-05,0.9906639660148634,710.5
26300,10456.5,707.5,6973700,1.134207117003849e-05,0.990628576350178,707.5
26400,10463.0,714.0,6973600,1.142859837901438e-05,0.9907048103889026,714.0
26500,10461.0,711.5,6973500,1.0502797705547104e-05,0.9946398542190554,711.5
26600,10461.0,711.5,6973400,1.050287088694648e-05,0.9946398620726157,711.5
26700,10464.5,715.5,6973300,1.1448786633298077e-05,0.9907221595805509,715.5
26800,10467.5,718.5,6973200,1.1488758784839364e-05,0.9907565244502845,718.5
26900,10463.5,714.5,6973100,1.1435652710228766e-05,0.9907106200405132,714.5
27000,10458.0,708.5,6973000,1.0466333579508938e-05,0.9946168353331339,708.5
27100,10458.0,709.5,6972900,1.1978830355317741e-05,0.9871909544748434,709.5
27200,10464.0,714.5,6972800,1.053986903247083e-05,0.9946636760882426,714.5
27300,10462.0,712.5,6972700,1.0515598568676178e-05,0.9946477658918328,712.5
27400,10460.0,711.5,6972600,1.2007296034603105e-05,0.9872194198783848,711.5
27500,10457.5,708.0,6972500,1.0460534716349328e-05,0.9946130964724111,708.0
27600,10454.5,705.5,6972400,1.1316500404863867e-05,0.9906048574360191,705.5
27700,10450.5,701.5,6972300,1.1263308791973178e-05,0.9905569274311387,701.5
27800,10438.0,689.5,6972200,1.1689011269222232e-05,0.98694628867064,689.5
27900,10442.0,693.0,6972100,1.115001028376807e-05,0.9904538093392522,693.0
28000,10443.0,694.5,6972000,1.1763283401910379e-05,0.9869999207572934,694.5
28100,10441.5,692.5,6971900,1.1143480306243652e-05,0.990447715189617,692.5
28200,10444.0,694.5,6971800,1.0327471279039093e-05,0.9943809782933236,694.5
28300,10433.5,684.5,6971700,1.1023658593357612e-05,0.9904183582691045,684.5
28400,10440.5,691.5,6971600,1.1130335189598769e-05,0.9904355149614155,691.5
28500,10440.0,690.5,6971500,1.0239419359043564e-05,0.9944994119642249,690.5
28600,10437.0,687.5,6971400,1.0199985798743683e-05,0.9944847931635383,687.5
28700,10442.0,692.5,6971300,1.0265647933348434e-05,0.9945100412253352,692.5
28800,10440.0,691.5,6971200,1.1719648245713089e-05,0.9869668962402681,691.5
28900,10446.0,697.0,6971100,1.1204249516014648e-05,0.9905025540795684,697.0
29000,10445.0,696.5,6971000,1.1793504281187258e-05,0.9870227346459148,696.5
29100,10441.5,692.5,6970900,1.1144271766096605e-05,0.990447756647859,692.5
29200,10443.0,693.5,6970800,1.0323060792937796e-05,0.9943445925176605,693.5
29300,10449.0,700.0,6970700,1.1244591843651728e-05,0.9905389098152367,700.0
29400,10449.5,700.5,6970600,1.1251337980423089e-05,0.9905449508821759,700.5
29500,10445.5,696.5,6970500,1.1198051020985697e-05,0.9904965067706086,696.5
29600,10440.0,690.5,6970400,1.0240252263070398e-05,0.99449931531598,690.5
29700,10440.0,691.5,6970300,1.1720434935203534e-05,0.9869667071957451,691.5
29800,10444.0,694.5,6970200,1.032795360015724e-05,0.9943837158960809,694.5
29900,10443.5,694.5,6970100,1.1171650424511753e-05,0.9904721854331294,694.5
30000,10444.0,694.5,6970000,1.0328013924049266e-05,0.9943840579756013,694.5
30100,10440.5,691.5,6969900,1.1131679564967269e-05,0.9904355837962979,691.5
30200,10433.5,684.5,6969800,1.1025438386516655e-05,0.9904168641209958,684.5
30300,10435.5,686.5,6969700,1.105818257280272e-05,0.9904099972395786,686.5
30400,10431.5,682.5,6969600,1.1042758696442465e-05,0.9901525519467933,682.5
30500,10431.5,683.0,6969500,1.1593515526431535e-05,0.9868839077702292,683.0
30600,10427.0,677.5,6969400,1.0066413483998849e-05,0.9944478583832542,677.5
30700,10425.5,676.5,6969300,1.0954133258754702e-05,0.9901206250997218,676.5
30800,10425.0,676.5,6969200,1.154415771213268e-05,0.9865071586960215,676.5
30900,10430.0,680.5,6969100,1.0107730442689732e-05,0.9944567952631664,680.5
31000,10427.0,678.0,6969000,1.096861829109392e-05,0.9901726685436435,678.0
31100,10427.0,678.5,6968900,1.1575264309011088e-05,0.9865231513422238,678.5
31200,10430.5,681.5,6968800,1.1026999553430313e-05,0.9901559780946797,681.5
31300,10422.5,673.5,6968700,1.0883559647204654e-05,0.990251984123928,673.5
31400,10425.5,676.5,6968600,1.0954442222815825e-05,0.9901219616574657,676.5
31500,10426.5,677.5,6968500,1.0961525957903206e-05,0.9901704679685387,677.5
31600,10428.5,679.5,6968400,1.0994200470222443e-05,0.9901646472088236,679.5
31700,10430.0,680.5,6968300,1.0108350584345633e-05,0.9944566378486948,680.5
31800,10432.0,683.0,6968200,1.1002310710979188e-05,0.9904214380383904,683.0
31900,10432.0,683.5,6968100,1.1602341900315586e-05,0.9868878666568637,683.5
32000,10433.0,683.5,6968000,1.0149184775485835e-05,0.9944673571771317,683.5
32100,10429.5,680.5,6967900,1.1011285758983239e-05,0.990159582102732,680.5
32200,10427.0,678.0,6967800,1.0969755506977071e-05,0.9901716058686962,678.0
32300,10428.0,678.5,6967700,1.008148469941906e-05,0.9944502908108541,678.5
32400,10431.5,682.5,6967600,1.1044639435322186e-05,0.9901509289003432,682.5
32500,10430.5,681.5,6967500,1.1028224283151367e-05,0.9901549016124321,681.5
32600,10437.0,687.5,6967400,1.0203036201704522e-05,0.9944843151801869,687.5
32700,10439.0,690.0,6967300,1.1113643203253591e-05,0.9904173484692833,690.0
32800,10439.0,690.0,6967200,1.1113722229946233e-05,0.9904173523699226,690.0
32900,10440.5,691.5,6967100,1.1133894840098943e-05,0.9904356975232194,691.5
33000,10440.0,691.0,6967000,1.112727808387356e-05,0.9904295896171947,691.0
33100,10436.5,687.5,6966900,1.107703142002601e-05,0.9904050055017001,687.5
33200,10435.0,686.5,6966800,1.1648804396589596e-05,0.9869152159347528,686.5
33300,10438.5,689.5,6966700,1.1107415287298757e-05,0.9904112547294276,689.5
33400,10438.0,689.5,6966600,1.1693918645166045e-05,0.9869449632480756,689.5
33500,10436.5,686.5,6966500,1e-07,1.0,686.5
33600,10433.5,684.5,6966400,1.1028623493388783e-05,0.9904141981911161,684.5
33700,10425.0,676.0,6966300,1.0901952406471654e-05,0.9903774110568095,676.0
33800,10434.0,685.5,6966200,1.163426976467551e-05,0.9869055589351434,685.5
33900,10434.0,684.5,6966100,1.0164071966137413e-05,0.9944710445925592,684.5
34000,10434.5,685.5,6966000,1.1045344081953314e-05,0.9904104059001387,685.5
34100,10435.0,686.5,6965900,1.1649596158350621e-05,0.9869149670899489,686.5
34200,10429.0,679.5,6965800,1.0096652816857456e-05,0.9944529156925755,679.5
34300,10430.0,680.5,6965700,1.0110366108927787e-05,0.9944561288244264,680.5
