time,underlying,option,time_to_maturity,implied_vol,delta,mid_price
10200,10421.0,426.5,6989800,9.535101625772672e-06,0.9503685275530229,426.5
10300,10422.5,426.5,6989700,8.982393587541536e-06,0.9603221368526106,426.5
10400,10425.0,428.5,6989600,8.795314949726268e-06,0.9641943212259231,428.5
10500,10427.0,431.5,6989500,9.265282527593001e-06,0.9572158214466244,431.5
10600,10431.5,437.5,6989400,9.895634282085626e-06,0.9482220772675692,437.5
10700,10428.0,434.5,6989300,9.99686605241519e-06,0.9450841484546112,434.5
10800,10434.0,440.5,6989200,1.0106562714235444e-05,0.9455793312917949,440.5
10900,10439.0,444.5,6989100,9.852599827271138e-06,0.9517914720202153,444.5
11000,10447.5,452.5,6989000,9.80683241746579e-06,0.9555773716129681,452.5
11100,10439.0,443.5,6988900,9.463231484932992e-06,0.9581718815187394,443.5
11200,10447.5,452.5,6988800,9.80697003005273e-06,0.9555774150238884,452.5
11300,10443.0,446.5,6988700,9.109551285838411e-06,0.9650066800694574,446.5
11400,10449.0,452.5,6988600,9.20277166153488e-06,0.9654304491822807,452.5
11500,10447.0,451.5,6988500,9.592072338345464e-06,0.9588255083935728,451.5
11600,10444.0,449.5,6988400,9.939321347772415e-06,0.9521937168217863,449.5
11700,10439.5,444.5,6988300,9.673712718892918e-06,0.9549349004603228,444.5
11800,10435.5,440.5,6988200,9.606234423932183e-06,0.9546157155733046,440.5
11900,10428.5,432.5,6988100,9.080059067426048e-06,0.9607956810498391,432.5
12000,10430.5,435.5,6988000,9.524292704082393e-06,0.9541675911228835,435.5
12100,10430.5,435.5,6987900,9.52433638273576e-06,0.9541680017437226,435.5
12200,10428.5,433.0,6987800,9.291428537243334e-06,0.9573333809094834,433.0
12300,10434.0,439.5,6987700,9.75729592526226e-06,0.9515481596306761,439.5
12400,10436.0,441.5,6987600,9.828069413093027e-06,0.951106142352378,441.5
12500,10432.5,439.0,6987500,1.008049418314708e-05,0.9454550416868852,439.0
12600,10423.5,429.5,6987400,9.752464029162521e-06,0.9475814735762483,429.5
12700,10426.5,432.5,6987300,9.807016029362533e-06,0.9478203087062304,432.5
12800,10431.0,434.5,6987200,8.88696417805781e-06,0.9646997152700096,434.5
12900,10426.5,431.5,6987100,9.443266825099668e-06,0.9540711985500913,431.5
13000,10426.5,431.5,6987000,9.443309774416368e-06,0.9540716158800145,431.5
13100,10423.0,427.0,6986900,8.99228839166395e-06,0.9603615217983604,427.0
13200,10415.5,420.5,6986800,9.26026320065403e-06,0.9530736506323757,420.5
13300,10414.0,419.5,6986700,9.410445416522204e-06,0.9498388128852743,419.5
13400,10414.5,420.5,6986600,9.587665223512171e-06,0.9468758163324082,420.5
13500,10411.0,416.5,6986500,9.35558480376758e-06,0.9496174555279546,416.5
13600,10405.5,410.5,6986400,9.079677966709198e-06,0.9523698318630596,410.5
13700,10406.0,410.5,6986300,8.904317668432115e-06,0.9556897102093487,410.5
13800,10381.5,389.5,6986200,9.598181325557683e-06,0.931689406825794,389.5
13900,10392.5,397.5,6986100,8.836489242982962e-06,0.9515479683035695,397.5
14000,10379.5,386.5,6986000,9.275283694524597e-06,0.9371899997892632,386.5
14100,10393.5,399.5,6985900,9.240513067499954e-06,0.9443610565989955,399.5
14200,10406.5,412.5,6985800,9.438728014125162e-06,0.9462648829514171,412.5
14300,10396.5,402.5,6985700,9.298495157169361e-06,0.9445838755011127,402.5
14400,10404.0,410.5,6985600,9.550053869039985e-06,0.9431410427240403,410.5
14500,10405.5,412.5,6985500,9.731472686623525e-06,0.9404195066154413,412.5
14600,10405.0,409.5,6985400,8.886925905885621e-06,0.9556244249407861,409.5
14700,10417.0,421.0,6985300,8.901698024387935e-06,0.9597888350595063,421.0
14800,10409.5,416.5,6985200,9.808331176529905e-06,0.940756422927257,416.5
14900,10414.0,419.5,6985100,9.411550314378843e-06,0.9498383294932032,419.5
15000,10425.0,429.5,6985000,9.234687755999812e-06,0.9570611494281958,429.5
15100,10428.5,433.5,6984900,9.459868116263561e-06,0.9545526994084156,433.5
15200,10433.0,437.5,6984800,9.367901431060144e-06,0.9576901422800101,437.5
15300,10438.0,441.5,6984700,9.040676659889079e-06,0.9645479383973223,441.5
15400,10438.5,443.5,6984600,9.659399010797027e-06,0.9548554762144654,443.5
15500,10440.5,446.5,6984500,1.0064087844659332e-05,0.9488731612344499,446.5
15600,10445.0,448.5,6984400,9.14020118119294e-06,0.9651979072268696,448.5
15700,10446.0,451.5,6984300,9.976534502592632e-06,0.9523550874922458,451.5
15800,10457.5,462.0,6984200,9.810582257404827e-06,0.9589259244404504,462.0
15900,10469.0,472.5,6984100,9.535148864500213e-06,0.9664840848224513,472.5
16000,10461.5,464.5,6984000,9.16469797124378e-06,0.9695978498881437,464.5
16100,10457.5,462.5,6983900,9.97493171044624e-06,0.9563838031330162,462.5
16200,10471.0,475.5,6983800,1.0019866538427883e-05,0.9600583263363692,475.5
16300,10466.5,470.5,6983700,9.724260165081299e-06,0.963038965225699,470.5
16400,10464.0,468.5,6983600,9.91208914255883e-06,0.9594740549195026,468.5
16500,10470.0,472.5,6983500,9.030984084106174e-06,0.9735917692270073,472.5
16600,10469.5,473.5,6983400,9.774327316844903e-06,0.9632091940384213,473.5
16700,10474.0,477.0,6983300,9.370229176465206e-06,0.9701256762876274,477.0
16800,10478.0,481.5,6983200,9.684155482025086e-06,0.9669219402081068,481.5
16900,10482.5,485.5,6983100,9.507099890761477e-06,0.9705014265566441,485.5
17000,10476.5,479.5,6983000,9.410718974087089e-06,0.9702369293935801,479.5
17100,10483.0,486.5,6982900,9.76684760228014e-06,0.967156172975911,486.5
17200,10480.0,483.5,6982800,9.717425634411573e-06,0.9670163523162595,483.5
17300,10483.0,486.5,6982700,9.766988951471283e-06,0.9671561528359143,486.5
17400,10481.5,485.5,6982600,9.974059400190822e-06,0.9638688629791163,485.5
17500,10481.0,484.5,6982500,9.73413351843369e-06,0.967063172012168,484.5
17600,10475.0,478.5,6982400,9.635238133955482e-06,0.9667782722769644,478.5
17700,10476.0,479.5,6982300,9.651799179860428e-06,0.966826386208019,479.5
17800,10475.0,479.5,6982200,1.008345864359236e-05,0.9603717669418816,479.5
17900,10470.0,475.0,6982100,1.0178906972894718e-05,0.9573811092500386,475.0
18000,10466.0,470.0,6982000,9.717134103724663e-06,0.9630103307350292,470.0
18100,10455.5,460.5,6981900,9.943599485598732e-06,0.9562234824468583,460.5
18200,10463.0,466.5,6981800,9.437857498405307e-06,0.9661797179976139,466.5
18300,10464.5,468.5,6981700,9.692398654935346e-06,0.9629241974746195,468.5
18400,10470.0,473.5,6981600,9.553354161361033e-06,0.9665336120835986,473.5
18500,10470.5,475.0,6981500,1.0013760808964887e-05,0.9600179626385457,475.0
18600,10467.5,470.5,6981400,9.265115570078921e-06,0.9698518746424581,470.5
18700,10460.5,463.5,6981300,9.150088636829585e-06,0.9695537495152572,463.5
18800,10463.5,466.5,6981200,9.199421413299995e-06,0.9696836643689285,466.5
18900,10469.0,473.5,6981100,9.990966154169842e-06,0.9598934684611543,473.5
19000,10469.0,474.5,6981000,1.0367386414618986e-05,0.954190660067309,474.5
19100,10468.5,472.0,6980900,9.529110216730395e-06,0.9664588624736188,472.0
19200,10464.5,467.5,6980800,9.216132492615362e-06,0.9697261790416634,467.5
19300,10467.5,471.5,6980700,9.7429810515672e-06,0.9630958654115567,471.5
19400,10466.5,470.5,6980600,9.726425243072612e-06,0.9630388759032625,470.5
19500,10469.0,471.5,6980500,9.017003929295115e-06,0.9735530481626463,471.5
19600,10467.5,471.5,6980400,9.74319102334045e-06,0.9630958565144638,471.5
19700,10460.5,465.5,6980300,1.0026374261877972e-05,0.9566255272373274,465.5
19800,10463.0,468.5,6980200,1.0267580312309054e-05,0.9537171029913987,468.5
19900,10461.5,464.5,6980100,9.167302195796604e-06,0.9695972348811404,464.5
20000,10456.5,460.5,6980000,9.562868912094832e-06,0.9624182998114571,460.5
20100,10448.0,452.5,6979900,9.613698476978536e-06,0.9589109783915186,452.5
20200,10441.0,446.5,6979800,9.893716565671464e-06,0.9519529134901552,446.5
20300,10436.5,441.5,6979700,9.628961257461845e-06,0.954696437509266,441.5
20400,10447.0,452.5,6979600,9.99698983092927e-06,0.9524360837810026,452.5
20500,10449.0,453.5,6979500,9.629855176249837e-06,0.9589934647195012,453.5
20600,10451.5,456.0,6979400,9.669513964621119e-06,0.9591995667925193,456.0
20700,10451.0,454.5,6979300,9.241869962556485e-06,0.9655406039364978,454.5
20800,10457.5,461.5,6979200,9.578092433250592e-06,0.9625076176535765,461.5
20900,10455.0,461.5,6979100,1.0518604629416036e-05,0.9468588748715386,461.5
21000,10450.0,455.5,6979000,1.0048652804544968e-05,0.9526775670538622,455.5
21100,10452.0,455.0,6978900,9.012527912243062e-06,0.9691674731603125,455.0
21200,10454.5,460.5,6978800,1.030848175105714e-05,0.95009456932184,460.5
21300,10460.5,464.5,6978700,9.62791751120785e-06,0.9626917333316163,464.5
21400,10461.5,466.5,6978600,1.0043836423145408e-05,0.9567060799038519,466.5
21500,10458.0,462.5,6978500,9.822224177555815e-06,0.9589709275616938,462.5
21600,10457.0,460.5,6978400,9.341310211313001e-06,0.9658651856335548,460.5
21700,10455.0,459.5,6978300,9.725372669186567e-06,0.959488768209143,459.5
21800,10457.5,461.5,6978200,9.578730672014098e-06,0.9625083370217873,461.5
21900,10456.5,461.5,6978100,9.962622717090663e-06,0.956304921188659,461.5
22000,10456.0,459.5,6978000,9.325104542731468e-06,0.9658117799243401,459.5
22100,10458.5,463.0,6977900,9.830436499781272e-06,0.959013461521372,463.0
22200,10457.5,461.5,6977800,9.57898600634951e-06,0.9625086247761704,461.5
22300,10452.5,457.5,6977700,9.897246108368557e-06,0.9559829089666051,457.5
22400,10452.5,457.5,6977600,9.897315480341646e-06,0.9559829334507509,457.5
22500,10456.0,460.5,6977500,9.79159717055904e-06,0.9588023090061728,460.5
22600,10462.5,465.5,6977400,9.18553438712994e-06,0.9696400994064277,465.5
22700,10473.0,476.5,6977300,9.605800226389095e-06,0.9666807908861976,476.5
22800,10480.5,484.5,6977200,9.9613457042962e-06,0.9638149402848688,484.5
22900,10476.0,480.0,6977100,9.886735366300776e-06,0.96357043720806,480.0
23000,10484.0,487.5,6977000,9.787526497265315e-06,0.9672016917702589,487.5
23100,10478.5,482.0,6976900,9.696821095284045e-06,0.9669450450307637,482.0
23200,10474.5,478.5,6976800,9.862040372025565e-06,0.9634878981926894,478.5
23300,10475.0,479.5,6976700,1.0087437256121874e-05,0.9603716965020892,479.5
23400,10473.5,478.5,6976600,1.0289133107806994e-05,0.9569082476214729,478.5
23500,10472.0,476.0,6976500,9.82072327328099e-06,0.963349173532177,476.0
23600,10478.5,480.5,6976400,8.810703836121096e-06,0.9783140835404156,480.5
23700,10481.5,485.5,6976300,9.97857906190443e-06,0.9638686222124342,485.5
23800,10479.5,483.5,6976200,9.94547062241971e-06,0.9637609644354391,483.5
23900,10478.0,481.5,6976100,9.68913121667655e-06,0.9669212655604107,481.5
24000,10478.5,483.5,6976000,1.0369744258387325e-05,0.9573068934571324,483.5
24100,10474.0,478.0,6975900,9.854373876276276e-06,0.9634602415399505,478.0
24200,10472.0,476.5,6975800,1.004070790496448e-05,0.9601449668186346,476.5
24300,10474.5,477.5,6975700,9.383430265442812e-06,0.9701475559586519,477.5
24400,10474.5,477.5,6975600,9.38349794059734e-06,0.9701475503702757,477.5
24500,10467.5,471.5,6975500,9.746622490512027e-06,0.9630957110078501,471.5
24600,10465.0,469.5,6975400,9.93312787545969e-06,0.9595619904324967,469.5
24700,10459.5,463.0,6975300,9.38459675996112e-06,0.9659972030458291,463.0
24800,10462.5,466.5,6975200,9.663638506165418e-06,0.9628083337685219,466.5
24900,10463.0,467.5,6975100,9.90234919279923e-06,0.9593941868867322,467.5
25000,10467.5,472.5,6975000,1.0143616155740878e-05,0.9571852765987657,472.5
25100,10471.0,474.5,6974900,9.574474929292852e-06,0.9665825043537408,474.5
25200,10471.5,476.5,6974800,1.0258258515324201e-05,0.9567480115459992,476.5
25300,10467.5,472.5,6974700,1.014382885020152e-05,0.9571853594549026,472.5
25400,10465.5,471.0,6974600,1.0313557051346315e-05,0.9539160435891075,471.0
25500,10466.0,470.5,6974500,9.949201486051622e-06,0.9596462147290961,470.5
25600,10463.0,467.5,6974400,9.902823450402134e-06,0.959394529793374,467.5
25700,10464.5,468.5,6974300,9.697552984435012e-06,0.9629239962168744,468.5
25800,10465.5,469.5,6974200,9.714262753290793e-06,0.9629814651434838,469.5
25900,10462.5,465.5,6974100,9.187746254819817e-06,0.9696395604789855,465.5
26000,10465.5,470.5,6974000,1.0111977193102956e-05,0.957026653575218,470.5
26100,10460.0,464.5,6973900,9.856524819779266e-06,0.959142045849824,464.5
26200,10459.5,463.5,6973800,9.614650324736504e-06,0.9626329004420281,463.5
26300,10456.5,461.5,6973700,9.965691926922048e-06,0.9563060656772797,461.5
26400,10463.0,467.0,6973600,9.673073805133917e-06,0.9628373070604003,467.0
26500,10461.0,464.5,6973500,9.410541041314696e-06,0.9660755440143298,464.5
26600,10461.0,463.5,6973400,8.893737270353398e-06,0.9732414838687834,463.5
26700,10464.5,468.5,6973300,9.69825014896458e-06,0.9629239689483297,468.5
26800,10467.5,471.5,6973200,9.748234433438374e-06,0.9630956425877426,471.5
26900,10463.5,468.5,6973100,1.008019370310304e-05,0.9568674721703541,468.5
27000,10458.0,462.5,6973000,9.825923806846546e-06,0.9589735847978229,462.5
27100,10458.0,461.5,6972900,9.36149692390724e-06,0.9659179648785832,461.5
27200,10464.0,468.5,6972800,9.91941153097542e-06,0.9594793495327782,468.5
27300,10462.0,466.5,6972700,9.888450581354248e-06,0.9593112153068376,466.5
27400,10460.0,463.5,6972600,9.39466722609644e-06,0.9660232585942233,463.5
27500,10457.5,461.5,6972500,9.582371283986741e-06,0.962512437885852,461.5
27600,10454.5,458.5,6972400,9.538187410954827e-06,0.9622461934777994,458.5
27700,10450.5,454.5,6972300,9.47879826119492e-06,0.9618914713529053,454.5
27800,10438.0,442.5,6972200,9.457997687923587e-06,0.9580957932705261,442.5
27900,10442.0,445.5,6972100,9.105217284087453e-06,0.9649290526776563,445.5
28000,10443.0,447.5,6972000,9.53898115486016e-06,0.9585033233999434,447.5
28100,10441.5,446.5,6971900,9.718526727515236e-06,0.9550980218218199,446.5
28200,10444.0,448.5,6971800,9.555175603910212e-06,0.9585853208792368,448.5
28300,10433.5,437.5,6971700,9.169388411959652e-06,0.9612099731897609,437.5
28400,10440.5,446.5,6971600,1.0070613363851378e-05,0.948919750346611,446.5
28500,10440.0,445.5,6971500,9.88228390983614e-06,0.9518729426959979,445.5
28600,10437.0,442.5,6971400,9.86900308523961e-06,0.9509846889727067,442.5
28700,10442.0,447.5,6971300,9.91696966254384e-06,0.9520340776775674,447.5
28800,10440.0,444.5,6971200,9.491110177756681e-06,0.9582586111158763,444.5
28900,10446.0,451.5,6971100,9.985892565022621e-06,0.9523564402111822,451.5
29000,10445.0,449.5,6971000,9.571733944692013e-06,0.958667653161541,449.5
29100,10441.5,445.5,6970900,9.29372197265312e-06,0.9618817291785238,445.5
29200,10443.0,447.5,6970800,9.539776202607512e-06,0.9585037362761412,447.5
29300,10449.0,452.5,6970700,9.214626467228957e-06,0.9654297566921226,452.5
29400,10449.5,454.5,6970600,9.852657985061008e-06,0.9557426948763943,454.5
29500,10445.5,450.0,6970500,9.580067171049865e-06,0.9587088997555632,450.0
29600,10440.0,445.0,6970400,9.694364456297355e-06,0.9549778496488652,445.0
29700,10440.0,444.5,6970300,9.49170513378259e-06,0.9582588959368623,444.5
29800,10444.0,448.5,6970200,9.556236652183862e-06,0.9585858849362989,448.5
29900,10443.5,448.5,6970100,9.753244729306796e-06,0.9552591901050376,448.5
30000,10444.0,448.5,6970000,9.556369306987374e-06,0.9585859554782673,448.5
30100,10440.5,445.5,6969900,9.703112178900284e-06,0.9550180596336371,445.5
30200,10433.5,440.5,6969800,1.0270551444943895e-05,0.9427907965831058,440.5
30300,10435.5,440.0,6969700,9.418863118906288e-06,0.9578944173447375,440.0
30400,10431.5,436.5,6969600,9.550780264063692e-06,0.9543001823265764,436.5
30500,10431.5,438.0,6969500,1.0075397699218099e-05,0.9453696289393672,438.0
30600,10427.0,432.0,6969400,9.454807167091405e-06,0.9542634999306241,432.0
30700,10425.5,430.5,6969300,9.44312265248155e-06,0.9539069055261145,430.5
30800,10425.0,430.5,6969200,9.620943997946921e-06,0.9506756782422653,430.5
30900,10430.0,435.5,6969100,9.732500512365499e-06,0.9506795448494629,435.5
31000,10427.0,433.5,6969000,9.993251843540418e-06,0.9449977683209858,433.5
31100,10427.0,432.5,6968900,9.656684907742868e-06,0.9508327683616526,432.5
31200,10430.5,436.5,6968800,9.892401184041846e-06,0.9481391818996276,436.5
31300,10422.5,427.5,6968700,9.42012760016046e-06,0.9531822873571214,427.5
31400,10425.5,430.5,6968600,9.443423755443415e-06,0.9539098453183761,430.5
31500,10426.5,431.5,6968500,9.451279122039634e-06,0.954148726267997,431.5
31600,10428.5,433.5,6968400,9.467039576272661e-06,0.9546202651573414,433.5
31700,10430.0,434.5,6968300,9.329159173190067e-06,0.9574551784388627,434.5
31800,10432.0,437.5,6968200,9.74962411569818e-06,0.9511571008967563,437.5
31900,10432.0,437.5,6968100,9.749670853543107e-06,0.9511574939796489,437.5
32000,10433.0,438.5,6968000,9.758118599780757e-06,0.9513920339209855,438.5
32100,10429.5,436.5,6967900,1.0197840579923349e-05,0.9424493526967713,436.5
32200,10427.0,431.0,6967800,9.068854005837756e-06,0.9606824664542735,431.0
32300,10428.0,433.5,6967700,9.716566504462735e-06,0.9502036235853423,433.5
32400,10431.5,436.5,6967600,9.552141189374646e-06,0.9543003446833768,436.5
32500,10430.5,437.5,6967500,1.0216708698726186e-05,0.9425345494719339,437.5
32600,10437.0,440.5,6967400,9.036492147737759e-06,0.9644714124654956,440.5
32700,10439.0,443.5,6967300,9.477479915303182e-06,0.9581784576737812,443.5
32800,10439.0,442.5,6967200,9.065383074940416e-06,0.9646553470153482,442.5
32900,10440.5,446.0,6967100,9.894034814266078e-06,0.9519135107006668,446.0
33000,10440.0,444.5,6967000,9.493887529281444e-06,0.9582599419748579,444.5
33100,10436.5,441.5,6966900,9.637699603007695e-06,0.9546981357993982,441.5
33200,10435.0,440.5,6966800,9.775583991500815e-06,0.9518593284181246,440.5
33300,10438.5,443.5,6966700,9.671635519597894e-06,0.9548581776068974,443.5
33400,10438.0,442.5,6966600,9.46169534112721e-06,0.9580974519397633,442.5
33500,10436.5,441.5,6966500,9.637973026923487e-06,0.9546981895119117,441.5
33600,10433.5,437.5,6966400,9.172726422645218e-06,0.9612123549728987,437.5
33700,10425.0,430.5,6966300,9.622964193163682e-06,0.9506753704718991,430.5
33800,10434.0,439.5,6966200,9.767399910525983e-06,0.951631261107361,439.5
33900,10434.0,439.5,6966100,9.767447066425455e-06,0.9516316469930259,439.5
34000,10434.5,439.5,6966000,9.604383137584094e-06,0.9545387139434792,439.5
34100,10435.0,441.5,6965900,1.0141814902056397e-05,0.9456593122657891,441.5
34200,10429.0,435.5,6965800,1.0032332747413099e-05,0.9451622431566276,435.5
34300,10430.0,436.0,6965700,9.885624394818311e-06,0.9480984609588383,436.0
34400,10427.5,432.5,6965600,9.460381076592414e-06,0.9543972171415027,432.5
34500,10438.0,442.5,6965500,9.462422132891468e-06,0.9580977787431199,442.5
34600,10438.0,443.5,6965400,9.900515249487753e-06,0.9509016665373728,443.5
34700,10435.5,440.5,6965300,9.621843854471829e-06,0.9546185072417164,440.5
